,File_Name,Bbox,Height,Width,Disease_Name
1501,train_171.png,"[1949.514563106796, 426.2135922330097, 190.29126213592258, 308.73786407766994]",1316,2882,caries
1084,train_177.png,"[1800.0, 702.0, 191.0, 281.0]",1316,2814,periapical
3260,train_647.png,"[2001.2592592592591, 617.0, 298.14814814814827, 273.2222222222222]",1316,2935,caries
1117,train_277.png,"[749.0, 338.7692307692308, 66.0, 205.23076923076923]",976,1976,caries
1144,train_80.png,"[1016.0, 493.0, 106.94594594594605, 264.78378378378375]",1316,2728,caries
1218,train_135.png,"[508.37988826815644, 564.804469273743, 140.78212290502796, 207.26256983240216]",976,1976,caries
2322,train_594.png,"[997.0, 553.0, 161.0, 295.0]",1504,2872,deep_caries
1890,train_557.png,"[1857.0, 362.58823529411757, 174.0, 269.41176470588243]",1316,2967,caries
996,train_462.png,"[1205.0, 855.0, 100.0, 318.0]",1504,2872,caries
992,train_462.png,"[1922.0, 803.0, 260.0, 321.0]",1504,2872,caries
945,train_529.png,"[730.0, 893.0, 313.0, 264.0]",1504,2872,caries
619,train_393.png,"[1651.6153846153845, 673.3846153846154, 92.30769230769238, 213.46153846153845]",1504,2872,deep_caries
1789,train_565.png,"[1724.0, 362.0, 171.0, 290.0]",1316,2861,caries
505,train_137.png,"[1150.0, 871.0, 193.0, 307.0]",1504,2884,caries
2510,train_267.png,"[877.0, 689.0, 204.0, 280.0]",1316,2858,periapical
2133,train_259.png,"[1465.6666666666665, 402.0, 74.07407407407413, 297.76543209876536]",1316,2816,caries
587,train_534.png,"[1400.0, 657.0, 130.0, 328.0]",1504,2884,caries
861,train_220.png,"[860.2739726027397, 396.76712328767127, 226.02739726027391, 212.3287671232876]",1316,2920,impacted
3377,train_90.png,"[718.0, 443.0, 206.0, 204.0]",1504,2868,impacted
672,train_315.png,"[1849.4845360824743, 361.8556701030928, 143.29896907216494, 292.78350515463916]",1316,2808,caries
679,train_456.png,"[576.8518518518518, 717.5925925925925, 218.51851851851848, 261.1111111111112]",1316,2799,deep_caries
3363,train_342.png,"[1129.3333333333333, 768.8518518518517, 103.7037037037037, 212.96296296296305]",1316,2942,caries
2858,train_192.png,"[2021.2765957446807, 873.4042553191489, 207.44680851063845, 210.63829787234044]",1504,2872,impacted
3328,train_368.png,"[2019.9999999999998, 454.5454545454545, 172.72727272727275, 267.27272727272725]",1316,2967,caries
1758,train_367.png,"[1813.0, 650.0, 276.0, 218.0]",1316,2839,deep_caries
2173,train_626.png,"[2059.6774193548385, 441.258064516129, 150.8064516129034, 237.9032258064516]",1316,2811,deep_caries
1844,train_670.png,"[856.3333333333334, 710.6666666666666, 227.9999999999999, 287.33333333333337]",1316,2771,deep_caries
215,train_41.png,"[737.2307692307692, 312.7692307692308, 53.846153846153925, 180.76923076923077]",976,1976,deep_caries
2253,train_535.png,"[1803.0, 380.0, 142.0, 287.0]",1316,2954,caries
236,train_536.png,"[1799.0, 802.0, 188.0, 313.0]",1316,2900,caries
1065,train_391.png,"[925.0, 429.0, 171.0, 345.0]",1504,2884,caries
242,train_700.png,"[954.0, 728.0, 221.0, 314.0]",1536,3076,caries
923,train_332.png,"[1887.0, 482.0, 137.0, 250.0]",1316,2983,deep_caries
2370,train_237.png,"[1076.0, 605.0, 124.0, 312.0]",1504,2884,caries
3393,train_185.png,"[731.0, 469.0, 169.0, 278.0]",1316,2894,deep_caries
2600,train_492.png,"[2169.0, 763.0, 228.0, 268.0]",1504,2868,impacted
463,train_694.png,"[648.0, 841.0, 178.0, 194.0]",1504,2872,impacted
1700,train_648.png,"[822.2222222222222, 484.25925925925924, 182.4074074074074, 317.5925925925926]",1316,2710,caries
89,train_458.png,"[733.0, 575.0, 167.0, 276.0]",1504,2868,deep_caries
392,train_217.png,"[1710.7843137254902, 356.8627450980392, 106.86274509803911, 341.17647058823525]",1316,2916,caries
740,train_250.png,"[998.0, 758.0, 140.0, 323.0]",1316,2860,caries
105,train_12.png,"[777.0, 539.0, 162.0, 265.0]",1504,2872,caries
436,train_679.png,"[1058.0, 779.0, 123.0, 334.0]",1504,2884,deep_caries
1284,train_49.png,"[1159.5, 468.0, 190.0, 165.0]",976,1976,caries
1678,train_56.png,"[1830.0, 503.0, 145.0, 322.0]",1504,2872,caries
2556,train_99.png,"[764.9491525423729, 541.6779661016949, 157.05084745762713, 261.01694915254245]",1316,2840,caries
901,train_372.png,"[1769.1358024691358, 460.4938271604938, 150.6172839506171, 308.641975308642]",1316,2802,caries
867,train_591.png,"[1956.0, 796.0, 201.0, 295.0]",1536,3076,caries
1688,train_234.png,"[1195.0819672131147, 318.0327868852459, 78.68852459016398, 207.3770491803279]",976,1976,caries
1986,train_174.png,"[905.8252427184466, 506.79611650485435, 186.4077669902913, 316.504854368932]",1316,2890,caries
2939,train_201.png,"[651.0, 819.0, 246.0, 331.0]",1504,2868,caries
2912,train_426.png,"[976.0, 446.0, 146.0, 279.0]",1504,2872,caries
2236,train_396.png,"[2061.0, 482.0, 198.0, 252.0]",1504,2872,impacted
691,train_263.png,"[1701.0, 880.0, 123.0, 316.0]",1504,2868,caries
3318,train_360.png,"[707.0, 546.0, 130.0, 302.0]",1504,2872,caries
1801,train_133.png,"[1828.0, 520.0, 115.0, 310.0]",1504,2884,caries
2811,train_270.png,"[1659.0, 928.0, 101.0, 324.0]",1504,2868,caries
2367,train_146.png,"[494.2857142857143, 513.3333333333333, 171.4285714285714, 196.19047619047626]",976,1976,caries
665,train_246.png,"[1981.0, 737.0, 166.0, 252.0]",1316,2765,impacted
814,train_169.png,"[1799.047619047619, 697.1428571428571, 245.71428571428555, 304.7619047619047]",1316,2892,caries
1949,train_562.png,"[1343.8461538461538, 779.1538461538461, 146.1538461538462, 350.0000000000001]",1504,2868,periapical
3287,train_180.png,"[935.0, 906.0, 144.0, 318.0]",1504,2616,caries
367,train_19.png,"[1913.7272727272725, 292.9090909090909, 138.27272727272748, 252.72727272727275]",1316,2881,deep_caries
708,train_604.png,"[584.0, 767.0, 252.0, 177.0]",1316,2867,impacted
1453,train_11.png,"[1808.0, 857.0, 247.0, 356.0]",1504,2872,periapical
806,train_101.png,"[1997.0, 739.0, 234.0, 221.0]",1316,2916,caries
2477,train_190.png,"[929.3333333333334, 432.0, 113.33333333333337, 144.0]",1316,2863,deep_caries
453,train_294.png,"[1768.0, 347.0, 176.0, 305.0]",1316,2880,periapical
709,train_604.png,"[1036.0, 473.0, 99.0, 226.0]",1316,2867,caries
2017,train_632.png,"[1971.111111111111, 393.0, 175.8888888888889, 205.0]",1316,2822,impacted
1135,train_578.png,"[1879.0, 322.0, 147.0, 274.0]",1316,2982,caries
3356,train_298.png,"[624.0, 638.0, 158.0, 276.0]",1504,2628,caries
796,train_273.png,"[1183.0, 503.0, 123.0, 414.0]",1504,2868,caries
547,train_309.png,"[852.0, 385.0, 220.0, 194.0]",1504,2872,impacted
1849,train_27.png,"[678.0, 251.0, 159.0, 196.0]",1316,2822,impacted
1313,train_159.png,"[1147.7142857142856, 654.0, 89.28571428571422, 291.0]",1316,2820,deep_caries
249,train_209.png,"[1171.25, 465.0, 162.5, 198.75]",976,1976,caries
3128,train_395.png,"[1018.0, 771.0, 200.0, 322.0]",1504,2872,periapical
797,train_273.png,"[1283.0, 576.0, 104.0, 338.0]",1504,2868,caries
2513,train_267.png,"[1801.0, 347.0, 137.0, 325.0]",1316,2858,deep_caries
1785,train_565.png,"[535.0, 651.0, 245.0, 243.0]",1316,2861,impacted
2957,train_43.png,"[749.0, 390.0, 215.0, 301.0]",1504,2868,impacted
2745,train_202.png,"[783.0, 610.0, 264.0, 228.0]",1316,2977,deep_caries
2310,train_1.png,"[729.6296296296296, 713.5802469135803, 166.66666666666663, 295.06172839506166]",1316,2750,impacted
662,train_531.png,"[1136.0, 471.0, 98.0, 305.0]",1504,2872,caries
2789,train_262.png,"[1587.0, 611.0, 102.0, 332.0]",1316,2833,caries
157,train_251.png,"[590.3846153846154, 493.0769230769231, 174.61538461538464, 215.9230769230769]",976,1976,caries
756,train_451.png,"[1094.5087719298244, 790.456140350877, 107.0175438596491, 285.9649122807017]",1316,2789,deep_caries
2118,train_639.png,"[775.3424657534247, 690.4109589041096, 236.98630136986299, 267.1232876712329]",1316,2852,deep_caries
2344,train_2.png,"[638.0, 873.0, 250.0, 205.0]",1504,2872,impacted
39,train_637.png,"[1916.0, 575.0, 166.0, 199.0]",1536,3076,deep_caries
1506,train_171.png,"[2020.2718446601941, 693.0873786407767, 240.77669902912635, 232.03883495145624]",1316,2882,caries
2937,train_279.png,"[1909.090909090909, 319.6969696969697, 222.72727272727252, 204.54545454545456]",1316,2885,impacted
746,train_127.png,"[1733.0, 467.9611650485437, 101.06796116504847, 286.40776699029124]",1316,2842,caries
322,train_3.png,"[1566.0, 502.8947368421052, 88.68421052631584, 246.1052631578948]",1316,2682,deep_caries
3422,train_52.png,"[1859.0, 654.0, 217.44444444444434, 297.55555555555566]",1316,2836,caries
1887,train_557.png,"[1104.1764705882351, 418.47058823529403, 132.35294117647072, 258.82352941176475]",1316,2967,caries
2573,train_89.png,"[1078.409090909091, 375.0, 126.13636363636351, 219.31818181818187]",1316,2931,deep_caries
1929,train_612.png,"[704.5438596491227, 634.298245614035, 235.0877192982456, 308.7719298245614]",1316,2769,caries
224,train_383.png,"[1881.0, 571.0, 221.0, 336.0]",1504,2872,caries
1605,train_145.png,"[937.0, 686.0, 156.0, 329.0]",1504,2872,caries
2646,train_650.png,"[2100.0, 496.0, 207.0, 336.0]",1504,2872,deep_caries
1751,train_118.png,"[762.0, 618.0, 140.0, 267.0]",1504,2688,caries
1523,train_98.png,"[1800.0, 651.0, 200.0, 296.0]",1316,2942,caries
686,train_263.png,"[1981.0, 491.0, 194.0, 255.0]",1504,2868,impacted
3185,train_256.png,"[1074.0, 596.0, 125.0, 318.0]",1504,2884,caries
3034,train_278.png,"[1732.0, 625.0, 101.0, 313.0]",1316,2922,caries
569,train_608.png,"[575.3846153846154, 514.0, 147.61538461538464, 192.0]",976,1976,caries
13,train_283.png,"[792.0, 980.0, 168.0, 165.0]",1504,2872,impacted
2191,train_526.png,"[1750.4854368932038, 411.6504854368932, 102.9126213592233, 339.80582524271847]",1316,2902,caries
2839,train_644.png,"[732.0, 357.0, 224.0, 284.0]",1316,2899,deep_caries
597,train_686.png,"[1968.0, 721.0, 242.0, 217.0]",1504,2872,impacted
2859,train_192.png,"[925.531914893617, 547.8723404255319, 182.97872340425522, 225.531914893617]",1504,2872,impacted
3094,train_140.png,"[2147.0, 871.0, 228.0, 252.0]",1504,2872,caries
2441,train_379.png,"[806.1728395061727, 330.8641975308642, 137.03703703703707, 316.0493827160493]",1316,2820,caries
3485,train_120.png,"[1811.881188118812, 339.6039603960396, 158.41584158415844, 322.7722772277227]",1316,2875,caries
1901,train_253.png,"[1755.5555555555557, 689.89898989899, 228.28282828282818, 290.9090909090909]",1316,2966,caries
3253,train_647.png,"[894.0, 405.0, 172.0740740740739, 227.7037037037037]",1316,2935,deep_caries
2275,train_382.png,"[818.4444444444445, 534.8888888888889, 181.55555555555554, 273.1111111111111]",1316,2820,caries
738,train_250.png,"[764.0, 719.0, 290.0, 280.0]",1316,2860,deep_caries
2490,train_168.png,"[1977.0, 859.0, 263.0, 314.0]",1504,2868,caries
164,train_176.png,"[996.0, 771.0, 213.0, 306.0]",1504,2868,caries
1438,train_191.png,"[2080.0, 710.0, 309.0, 260.0]",1504,2880,impacted
3101,train_449.png,"[892.0, 918.0, 230.0, 280.0]",1504,2872,caries
3336,train_46.png,"[1910.272727272727, 416.4545454545454, 118.18181818181824, 260.0]",1316,2864,impacted
2760,train_640.png,"[804.0, 404.0, 158.0, 283.0]",1316,2920,caries
1514,train_37.png,"[1914.0, 591.0, 169.0, 303.0]",1504,2872,deep_caries
2413,train_351.png,"[783.0, 901.0, 249.0, 299.0]",1504,2872,caries
2155,train_83.png,"[810.9090909090909, 885.4545454545454, 261.81818181818187, 332.72727272727263]",1504,2872,caries
2073,train_94.png,"[813.0, 579.0, 150.0, 323.0]",1504,2872,caries
3267,train_350.png,"[813.5454545454545, 650.3636363636363, 225.4545454545455, 347.27272727272725]",1316,2850,deep_caries
2871,train_359.png,"[2082.0, 656.0, 261.0, 168.0]",1316,2986,impacted
2281,train_337.png,"[647.0, 795.0, 236.0, 255.0]",1504,2872,caries
2724,train_575.png,"[1589.0, 810.0, 166.0, 188.0]",1504,2556,deep_caries
2617,train_310.png,"[1183.4710743801654, 568.595041322314, 100.8264462809916, 315.702479338843]",1504,2872,caries
524,train_544.png,"[1644.7857142857142, 728.5714285714284, 126.78571428571422, 321.42857142857133]",1316,2832,caries
540,train_231.png,"[1959.0, 700.0, 202.0, 248.0]",1316,2745,impacted
731,train_588.png,"[1097.0, 422.0, 108.0, 334.0]",1316,2900,caries
3074,train_397.png,"[1782.0, 714.0, 221.0, 259.0]",1316,3002,deep_caries
3289,train_180.png,"[730.0, 548.0, 163.0, 328.0]",1504,2616,deep_caries
1162,train_446.png,"[1896.0, 882.0, 224.0, 298.0]",1504,2872,caries
2058,train_689.png,"[1810.0, 747.0, 189.0, 293.0]",1316,2751,deep_caries
2024,train_409.png,"[1863.0, 773.0, 236.0, 301.0]",1504,2868,deep_caries
1326,train_365.png,"[1819.0, 595.0, 155.0, 299.0]",1504,2872,caries
2971,train_75.png,"[697.0, 954.0, 194.0, 224.0]",1504,2872,impacted
670,train_35.png,"[827.0, 416.0, 237.0, 251.0]",1316,2878,impacted
3254,train_647.png,"[1818.7777777777776, 339.2222222222222, 103.7037037037037, 333.33333333333337]",1316,2935,caries
543,train_108.png,"[1774.0, 426.0, 157.0, 291.0]",1316,2817,caries
1564,train_93.png,"[1915.0, 428.0, 146.0, 202.0]",1316,2953,impacted
3291,train_317.png,"[1836.046511627907, 397.6744186046512, 146.51162790697686, 332.55813953488376]",1316,2802,deep_caries
629,train_385.png,"[2034.6363636363635, 280.63636363636357, 146.3636363636365, 299.36363636363643]",1316,2888,caries
3266,train_350.png,"[1875.4545454545453, 671.3636363636363, 274.54545454545473, 274.63636363636374]",1316,2850,caries
225,train_383.png,"[1772.0, 882.0, 175.0, 322.0]",1504,2872,caries
2086,train_629.png,"[906.0, 750.0, 227.0, 295.0]",1316,2833,caries
1422,train_674.png,"[700.0, 649.0, 229.0, 270.0]",1316,2850,caries
1884,train_105.png,"[1941.4285714285713, 797.9999999999999, 212.49999999999977, 339.28571428571433]",1316,2843,caries
525,train_480.png,"[276.0, 510.0, 171.0, 283.0]",1504,2444,caries
582,train_328.png,"[1396.3636363636363, 549.090909090909, 103.63636363636351, 303.6363636363636]",1504,2872,caries
1432,train_514.png,"[1890.0, 467.0, 112.0, 261.0]",1316,2953,deep_caries
1502,train_171.png,"[2028.1553398058252, 433.00970873786406, 189.3203883495146, 226.2135922330097]",1316,2882,deep_caries
2880,train_539.png,"[592.0, 677.0, 199.0, 187.0]",1316,2768,impacted
72,train_498.png,"[729.0, 648.0, 181.0, 277.0]",1316,2910,impacted
2146,train_478.png,"[1774.1428571428569, 787.4999999999999, 214.28571428571445, 339.28571428571433]",1316,2830,caries
1153,train_80.png,"[620.0, 725.0, 247.0, 223.0]",1316,2728,caries
2814,train_18.png,"[771.0, 402.0, 181.0, 249.0]",1504,2872,impacted
1425,train_609.png,"[667.0, 308.0, 172.0, 246.0]",1316,2809,impacted
254,train_682.png,"[1683.0, 750.0, 96.0, 275.0]",1316,2905,deep_caries
2481,train_697.png,"[668.0, 478.66666666666674, 108.33333333333337, 350.0]",1504,2428,caries
3244,train_258.png,"[926.0, 494.0, 166.0, 313.0]",1504,2872,caries
1508,train_421.png,"[909.0, 355.0, 149.0, 260.0]",1316,2944,caries
91,train_458.png,"[993.0, 838.0, 143.0, 298.0]",1504,2868,caries
1291,train_343.png,"[1991.9117647058822, 416.17647058823525, 169.11764705882365, 202.9411764705883]",1316,2772,impacted
2536,train_96.png,"[895.0, 761.0, 211.0, 316.0]",1504,2868,caries
2119,train_639.png,"[669.8630136986302, 642.4657534246576, 245.20547945205476, 221.91780821917803]",1316,2852,caries
1101,train_325.png,"[1605.0, 698.0, 108.0, 333.0]",1316,2816,caries
2950,train_269.png,"[797.0, 553.0, 114.0, 328.0]",1504,2612,caries
3349,train_34.png,"[1930.0, 576.0, 174.0, 338.0]",1504,2872,caries
2784,train_126.png,"[731.3953488372093, 788.3720930232558, 158.1395348837209, 276.7441860465116]",1316,2858,caries
469,train_694.png,"[1878.0, 512.0, 181.0, 360.0]",1504,2872,deep_caries
55,train_187.png,"[1093.3333333333333, 522.0, 74.66666666666674, 210.66666666666663]",1316,2815,deep_caries
2026,train_409.png,"[1925.0, 495.0, 153.0, 283.0]",1504,2868,deep_caries
3503,train_613.png,"[1962.3584905660377, 800.4528301886792, 203.7735849056603, 228.30188679245293]",1316,2802,impacted
419,train_447.png,"[1707.4324324324325, 759.0, 152.5675675675675, 314.0]",1316,2795,caries
3171,train_641.png,"[1847.0, 492.0, 149.0, 229.0]",1316,2989,caries
6,train_673.png,"[1701.0, 371.0, 145.0, 290.0]",1316,2744,caries
1643,train_200.png,"[1783.0, 448.0, 120.0, 253.0]",1316,2936,deep_caries
1035,train_356.png,"[760.0, 699.0, 225.0, 270.0]",1316,2799,deep_caries
1359,train_477.png,"[565.0, 794.0, 217.0, 278.0]",1504,2888,caries
553,train_424.png,"[1001.0, 398.0, 99.0, 308.0]",1316,2825,caries
2418,train_351.png,"[1655.0, 888.0, 98.0, 316.0]",1504,2872,caries
749,train_127.png,"[1702.0, 776.7281553398058, 127.27184466019412, 270.87378640776694]",1316,2842,caries
2035,train_64.png,"[734.0, 721.0, 194.0, 196.0]",1316,2896,impacted
29,train_95.png,"[2151.6153846153848, 515.6923076923076, 134.6153846153843, 271.1538461538462]",1504,2872,deep_caries
1790,train_565.png,"[636.0, 211.0, 240.0, 274.0]",1316,2861,impacted
1594,train_124.png,"[1878.285714285714, 382.8571428571428, 157.714285714286, 311.1428571428572]",1316,2882,caries
265,train_654.png,"[670.0, 768.0, 284.0, 304.0]",1504,2868,caries
550,train_309.png,"[1871.0, 794.0, 277.0, 325.0]",1504,2872,caries
3458,train_607.png,"[928.0, 603.0, 225.0, 297.0]",1316,2870,periapical
144,train_348.png,"[833.0, 1023.0, 249.0, 331.0]",1504,2872,caries
1878,train_476.png,"[1178.6516853932585, 531.4606741573034, 147.3483146067415, 182.02247191011236]",976,1976,periapical
353,train_698.png,"[898.4848484848485, 524.2424242424242, 150.0, 290.9090909090909]",1504,2872,caries
1292,train_343.png,"[992.7710843373493, 442.77108433734935, 83.73493975903625, 294.578313253012]",1316,2772,caries
2592,train_543.png,"[2089.0, 905.0, 173.0, 241.0]",1503,2892,impacted
1572,train_585.png,"[958.0, 853.0, 203.0, 340.0]",1504,2872,caries
2452,train_132.png,"[1149.0, 643.0, 141.0, 332.0]",1316,2819,caries
2774,train_481.png,"[733.8842975206612, 475.20661157024796, 125.61983471074382, 290.0826446280992]",1504,2480,caries
2468,train_190.png,"[1761.0, 728.0, 113.0, 290.0]",1316,2863,caries
2226,train_469.png,"[1776.0, 723.0, 248.0, 277.0]",1316,2979,periapical
1866,train_301.png,"[1528.3870967741937, 507.0, 273.0, 348.0]",1504,2512,deep_caries
2423,train_236.png,"[749.2372881355933, 298.0363196125909, 145.7627118644067, 177.9661016949152]",1316,2698,impacted
1649,train_265.png,"[984.0, 821.0, 202.0, 291.0]",1504,2872,deep_caries
2266,train_148.png,"[2111.0, 509.0, 183.0, 213.0]",1504,2872,impacted
354,train_698.png,"[1583.2784810126582, 594.6708860759493, 69.62025316455697, 272.1518987341773]",1504,2872,caries
1533,train_14.png,"[936.0, 755.0, 145.0, 199.0]",1316,2828,deep_caries
80,train_264.png,"[919.0, 729.0, 225.0, 341.0]",1316,2866,caries
3015,train_537.png,"[1158.0, 450.0, 143.0, 372.0]",1504,2880,caries
1682,train_158.png,"[1085.0, 714.0, 130.0, 345.0]",1504,2872,caries
2102,train_334.png,"[1120.0, 823.0, 118.0, 305.0]",1504,2872,caries
1838,train_670.png,"[820.952380952381, 418.0952380952381, 120.0, 254.28571428571433]",1316,2771,deep_caries
821,train_303.png,"[1721.0, 827.0, 214.0, 307.0]",1504,2872,caries
2032,train_121.png,"[1299.0, 571.0, 133.0, 314.0]",1504,2872,caries
843,train_485.png,"[1607.0175438596489, 428.07017543859644, 121.05263157894751, 299.99999999999994]",1316,2802,caries
151,train_251.png,"[711.0, 297.6153846153846, 66.15384615384608, 222.38461538461542]",976,1976,caries
161,train_176.png,"[1190.0826446280992, 518.1818181818182, 95.8677685950413, 264.46280991735534]",1504,2868,caries
690,train_263.png,"[1157.0, 890.0, 135.0, 338.0]",1504,2868,caries
602,train_686.png,"[1841.0, 438.0, 166.0, 290.0]",1504,2872,caries
2112,train_639.png,"[1044.2727272727273, 317.5454545454545, 85.45454545454527, 412.72727272727275]",1316,2852,deep_caries
